graph_label,nodes,components,sequential_mean_time_s,parallel_4_processes_mean_time_s,parallel_4_processes_speedup,parallel_8_processes_mean_time_s,parallel_8_processes_speedup,parallel_12_processes_mean_time_s,parallel_12_processes_speedup,parallel_16_processes_mean_time_s,parallel_16_processes_speedup,distributed_2_workers_mean_time_s,distributed_2_workers_speedup,distributed_3_workers_mean_time_s,distributed_3_workers_speedup,distributed_5_workers_mean_time_s,distributed_5_workers_speedup,distributed_10_workers_mean_time_s,distributed_10_workers_speedup
some parts large & grid,50000,50,0.014846067700303441,0.034372400000574996,0.4319182745474593,0.03365055333367006,0.44118346444689127,0.03105876666571324,0.4779992670054245,0.031239633333461823,0.47523181664239694,0.05557159560121363,0.2671520862355663,0.07417926293322429,0.200137708481517,0.05033455413407258,0.2949478336643059,0.05128708613143924,0.2894699001276021
some parts huge & sparse,500000,58.86666666666667,0.2417653983084387,0.3526469346664251,0.6855735143058278,0.3328523768889459,0.7263442147180527,0.34683013866678164,0.6970714806901938,0.34206685111109336,0.7067782146184061,0.9939384705776078,0.24323980353425853,1.0921446811200197,0.22136755549686207,0.9241696873867962,0.2616028220878573,0.9199636628400508,0.26279885616577137
some parts huge & medium,500000,50,0.3532508351472822,0.4598481266668791,0.7681902233847361,0.39565365555511867,0.8928284376689418,0.3962683257779766,0.8914435299711629,0.391856497333358,0.9014801019026275,1.4016836911018538,0.25201893793142033,1.4964454465199863,0.23605994857264864,1.276625967902235,0.27670660320951146,1.2562770329415152,0.2811886438138263
some parts huge & dense,500000,50,0.47029874698775276,0.595578141333212,0.789650785260488,0.47925110533309634,0.9813201091333501,0.4561981613334501,1.0309089050536442,0.4365110808888878,1.077403913848101,1.8895618469156843,0.2488930159949077,1.9965713508266911,0.235553188115728,1.7058629779331709,0.2756955002080931,1.6679594262534778,0.2819605438749336
some parts huge & grid,500000,50,0.2389217479089742,0.3678631400000692,0.6494854252288752,0.36371852666779886,0.6568863843638975,0.3566613066665013,0.6698841266018791,0.3469959866666613,0.6885432601227527,1.0440890017329365,0.22883274080315144,1.196216807533589,0.19973114104757755,0.9828460373328805,0.24309173444635226,0.9741084130005523,0.2452722353285319
many parts medium & sparse,5000,500,0.0020731062489016947,0.003560958666429441,0.5821764426657583,0.0035051044444036152,0.5914534878444766,0.0032906871117302215,0.6299919070129002,0.003650610666653746,0.5678793051908664,0.03829610785336829,0.05413360169235468,0.047751002888865815,0.043414925833632795,0.05409632995110264,0.038322493425627276,0.06004706269350006,0.034524690399653855
many parts medium & medium,5000,500,0.0022395877727932304,0.004671289333362236,0.4794367492499659,0.004841863999867605,0.46254660867270736,0.004480430666816472,0.4998599329703607,0.005076864888894003,0.4411359809264346,0.03940366194253632,0.0568370466699084,0.04942718987113848,0.04531084568295416,0.05517875481322537,0.04058786357854601,0.06104967717760398,0.03668467838540547
many parts medium & dense,5000,500,0.0025141132449026473,0.005716183110909899,0.43982377683181884,0.005715270221925393,0.43989402902732366,0.005271936444720874,0.4768861065121885,0.005764963111089148,0.4361022258870391,0.04001614909357158,0.0628274659569011,0.05080851288001415,0.04948212617125406,0.05587784991534944,0.044993020467167785,0.06173782040397378,0.040722416639457935
many parts medium & grid,5000,500,0.0020820307085311165,0.0035010666668919537,0.594684679449256,0.003530693334566119,0.5896945758918407,0.0029938133326747143,0.6954443972199834,0.0038338533334657163,0.5430647777673352,0.03841871933254879,0.054193131491689146,0.05028353060006339,0.04140581784303928,0.05361521039934208,0.038832836671226896,0.05976865753473248,0.0348348247126216
many parts large & sparse,50000,500,0.014008836299369705,0.03259017422190583,0.429848463036246,0.03264880577778159,0.42907653023263415,0.03152919511113497,0.4443131595967158,0.03230289866667186,0.43367118362734297,0.0854678642579044,0.16390764436440347,0.10592609457330279,0.13225104121699996,0.09622595734241056,0.14558271682889726,0.10026880025701959,0.13971281458899254
many parts large & medium,50000,500,0.021742967782661507,0.050999940444728255,0.4263331994715893,0.05011774000013247,0.43383775450776585,0.049683846666755724,0.43762649716915103,0.04983039422223859,0.4363394695552686,0.1064216523601984,0.20430962403280026,0.13012426279110514,0.16709387869936723,0.11338095880899346,0.19176912958807013,0.11695247079543251,0.18591285532302462
many parts large & dense,50000,500,0.03079498229321997,0.07265015599987237,0.42388047030861253,0.07017740933357143,0.43881617440227,0.07253910977762038,0.42452936612575826,0.07014641644443247,0.4390100571654245,0.13074637573348202,0.23553220592510754,0.16112961415999963,0.19111932001922968,0.13673721967093622,0.22521287449993038,0.1416290717776994,0.2174340473088441
many parts large & grid,50000,500,0.01388393417497961,0.033448413333583935,0.41508498584114967,0.032297946666464364,0.4298704904790616,0.030480446666964176,0.45550297627454145,0.031581653333220557,0.4396202449722662,0.08238297833352894,0.1685291604628599,0.11346404939989346,0.12236416951810858,0.092443597066449,0.1501881646275594,0.09804929413561088,0.14160157191725314
many parts huge & sparse,500000,505.93333333333334,0.2170498359021005,0.38063433244475164,0.5702318929247006,0.38386180622215355,0.5654374370772552,0.40177342577750097,0.5402294476845291,0.403544128444446,0.5378589864230443,0.9614201571109394,0.22575960603357192,1.0629104034800487,0.20420332249215267,0.9109045403292273,0.23827945332630837,0.911228987186979,0.2381946129393304
many parts huge & medium,500000,500,0.2968958941328487,0.5165794955558441,0.5747341826128544,0.49169416444456954,0.603822285481525,0.5146880133335233,0.5768463349474918,0.516793459111074,0.5744962303577398,1.2696269012266486,0.23384499323856725,1.3713269538799937,0.21650263147881682,1.1778931918446647,0.2520567197335512,1.1837124489998678,0.25081758190825776
many parts huge & dense,500000,500,0.37845088431271584,0.7069503173332972,0.5353288272650881,0.6474379017780302,0.5845361899162729,0.6638101026665795,0.5701191994403937,0.6711824057777974,0.563856979942955,1.638110624506565,0.2310288930741253,1.7232964460488902,0.21960869540491068,1.528495467217969,0.2475969948419529,1.5030669006256439,0.251785788214209
many parts huge & grid,500000,500,0.22067759343332607,0.35641908666681654,0.6191520086566443,0.36058819999937747,0.6119933859003347,0.3478487866659028,0.6344066786850102,0.34219995333369296,0.6448790868715708,1.0184569648001343,0.21667836841454824,1.2594156795329279,0.17522220583689055,1.0136950747328228,0.2176962273309748,0.984510727263599,0.22414950626966657
